,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,original,porch,total_sf,total_rooms
1344,2890,914476130,eighty,RL,140.0,11080,3,3,Corner,2,Mitchel,SLvl,6,6,1975,1975,Gable,Plywood,Plywood,BrkFace,257.0,2,2,CBlock,4.0,4.0,3.0,6.0,576.0,1.0,0.0,552.0,2,4.0,0,1210,3.0,0.0,1,2,7,0,0.0,Attchd,1975.0,1.0,2.0,528.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2006,11.904967552746252,train,0,2338.0,9
1345,1157,532479020,fifty,RL,70.0,10759,3,3,Corner,2,Sawyer,1.5Fin,5,4,1972,1972,Gable,HdBoard,HdBoard,None,0.0,2,3,CBlock,5.0,4.0,1.0,2.0,190.0,5.0,811.0,0.0,2,4.0,0,1641,2.0,0.0,1,2,7,1,5.0,Detchd,1972.0,1.0,2.0,490.0,4.0,4.0,2,0,0,0.0,4.0,0,7,2008,11.84939770159144,train,1,2642.0,9
1346,2550,534428060,twenty,RL,69.0,8973,3,3,Inside,2,NAmes,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85.0,2,2,CBlock,4.0,4.0,1.0,3.0,567.0,4.0,28.0,413.0,2,3.0,0,1053,1.0,2.0,1,4,7,0,0.0,2Types,1998.0,2.0,2.0,750.0,4.0,4.0,2,0,0,0.0,1.0,0,7,2006,11.918390573078392,train,1,2061.0,9
1347,1104,528354100,sixty,RL,97.0,10990,2,3,CulDSac,2,NoRidge,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,6.0,4.0,1.0,6.0,851.0,1.0,0.0,213.0,4,4.0,0,2125,3.0,1.0,1,3,7,2,4.0,Attchd,1996.0,2.0,2.0,576.0,4.0,4.0,2,168,0,0.0,0.0,0,6,2008,12.540757571577291,train,0,3189.0,16
1348,2183,908186050,hundredeighty,RM,35.0,3675,3,3,Inside,2,Edwards,SFoyer,6,5,2005,2005,Gable,VinylSd,VinylSd,Stone,76.0,2,2,PConc,5.0,4.0,4.0,6.0,467.0,1.0,0.0,80.0,4,4.0,0,1072,2.0,0.0,1,3,7,0,0.0,Basment,2005.0,3.0,2.0,525.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2007,11.84939770159144,train,1,1619.0,7
1349,2887,914452060,ninety,RL,65.0,8385,3,3,Inside,2,Mitchel,1Story,6,5,1978,1978,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,4.0,4.0,2.0,1.0,0.0,1.0,0.0,1664.0,2,4.0,0,1664,2.0,0.0,2,2,7,0,0.0,2Types,1978.0,1.0,2.0,616.0,4.0,4.0,2,0,0,0.0,0.0,0,10,2006,11.884489021402711,train,0,3328.0,14
1350,29,527427230,hundredtwenty,RH,26.0,5858,2,3,FR2,2,NAmes,1Story,7,5,1999,1999,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,1051.0,4.0,0.0,354.0,4,4.0,0,1337,3.0,0.0,1,3,7,1,3.0,Attchd,1999.0,3.0,2.0,511.0,4.0,4.0,2,203,0,0.0,0.0,0,6,2010,12.122691036591123,train,1,2742.0,7
1351,108,533253210,hundredtwenty,RL,40.0,3880,2,3,Inside,2,Greens,1Story,8,6,1978,1978,Gable,Wd Sdng,Plywood,None,0.0,3,2,CBlock,5.0,4.0,4.0,6.0,1052.0,1.0,0.0,174.0,2,4.0,0,1226,2.0,0.0,1,3,7,1,4.0,Attchd,1978.0,3.0,2.0,484.0,4.0,4.0,2,223,0,0.0,0.0,0,1,2010,12.235631447771718,train,1,2452.0,5
1352,2286,923226300,hundredsixty,RM,21.0,1504,3,3,Inside,2,MeadowV,2Story,4,4,1972,1972,Gable,CemntBd,CmentBd,None,0.0,2,2,CBlock,4.0,4.0,1.0,4.0,252.0,1.0,0.0,294.0,2,4.0,0,1092,1.0,1.0,1,2,7,0,0.0,Attchd,1972.0,1.0,1.0,253.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2007,11.356271654924852,train,0,1638.0,8
1353,1533,909276170,seventy,RL,74.0,11988,2,3,Inside,1,Crawfor,2Story,6,7,1934,1995,Hip,Stucco,Stucco,None,0.0,2,2,CBlock,4.0,4.0,1.0,2.0,326.0,1.0,0.0,389.0,1,3.0,0,1660,1.0,1.0,1,2,7,1,5.0,Detchd,1939.0,1.0,1.0,240.0,4.0,4.0,2,0,0,0.0,0.0,0,8,2008,12.147913731356642,train,0,2375.0,9
1354,376,527353020,twenty,RL,80.0,10928,3,3,Inside,2,NWAmes,1Story,6,6,1978,1986,Gable,VinylSd,VinylSd,BrkFace,101.0,2,2,PConc,4.0,4.0,1.0,2.0,363.0,1.0,0.0,1064.0,2,4.0,0,1671,2.0,0.0,1,2,7,1,4.0,Attchd,1978.0,2.0,2.0,484.0,4.0,4.0,2,252,0,0.0,0.0,0,8,2009,12.206072645530174,train,1,3098.0,10
1355,800,906201021,eighty,RL,74.0,10778,2,3,Inside,2,SawyerW,SLvl,7,6,1990,1991,Gable,HdBoard,HdBoard,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,460.0,5.0,286.0,308.0,3,4.0,0,1061,2.0,1.0,1,3,7,0,0.0,Attchd,1990.0,1.0,2.0,462.0,4.0,4.0,2,114,0,0.0,0.0,0,7,2009,11.99535161421452,train,1,2115.0,5
1356,1395,905226030,thirty,RL,60.0,10200,3,3,Inside,2,Sawyer,1Story,5,8,1940,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,672.0,4,4.0,0,672,1.0,0.0,1,2,7,0,0.0,Detchd,1940.0,1.0,1.0,240.0,4.0,4.0,0,168,0,0.0,4.0,0,8,2008,11.589886506106357,train,0,1344.0,6
1357,388,527375100,twenty,RL,0.0,9373,2,3,CulDSac,2,NWAmes,1Story,5,7,1975,1975,Gable,HdBoard,HdBoard,BrkFace,161.0,2,2,CBlock,5.0,4.0,3.0,5.0,1333.0,2.0,168.0,120.0,2,4.0,0,1621,3.0,0.0,1,2,7,2,3.0,Attchd,1975.0,2.0,2.0,478.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2009,12.269047444691562,train,1,3242.0,10
1358,1689,528102130,twenty,RL,93.0,12085,3,3,Inside,2,NridgHt,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,328.0,3,2,PConc,6.0,4.0,1.0,6.0,1004.0,1.0,0.0,730.0,4,4.0,0,1734,3.0,0.0,1,4,7,1,5.0,Attchd,2007.0,2.0,3.0,928.0,4.0,4.0,2,0,0,0.0,0.0,0,11,2007,12.669806661762314,train,0,3468.0,10
1359,716,902325070,seventyfive,RM,90.0,8100,3,3,Corner,2,OldTown,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0.0,2,2,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,849.0,2,3.0,0,2138,2.0,0.0,3,2,7,0,0.0,Detchd,1910.0,1.0,2.0,360.0,3.0,2.0,0,40,0,0.0,3.0,0,11,2009,11.571194373094205,train,1,2987.0,13
1360,2737,905427010,seventy,RL,114.0,19950,3,3,Corner,2,Edwards,2Story,6,7,1928,1950,Gable,WdShing,Plywood,None,0.0,2,2,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,672.0,4,4.0,0,2009,2.0,0.0,1,2,7,2,5.0,2Types,1928.0,1.0,3.0,795.0,4.0,4.0,1,0,0,0.0,0.0,0,12,2006,12.367340793126296,train,1,2681.0,12
1361,120,534276360,twenty,RL,77.0,9320,2,3,Inside,2,NAmes,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,4.0,4.0,1.0,5.0,569.0,1.0,0.0,381.0,1,4.0,0,1225,2.0,1.0,1,2,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,352,0,0.0,0.0,400,1,2010,11.76718001130949,train,0,2175.0,9
1362,1230,535104020,twenty,RL,80.0,10197,2,3,Inside,2,NAmes,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491.0,2,2,CBlock,4.0,4.0,1.0,5.0,288.0,3.0,374.0,700.0,2,4.0,0,1362,2.0,1.0,1,2,7,1,4.0,Attchd,1961.0,1.0,2.0,504.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2008,12.0015054797889,train,1,2724.0,9
1363,2047,904301110,fifty,RL,60.0,8160,3,3,Inside,2,Edwards,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4.0,4.0,1.0,5.0,312.0,1.0,0.0,444.0,1,2.0,0,1134,2.0,1.0,1,2,7,0,0.0,Detchd,1940.0,1.0,1.0,240.0,4.0,4.0,1,0,0,0.0,0.0,0,4,2007,11.744037185933616,train,0,1890.0,10
1364,1293,902109110,fifty,RM,63.0,11426,3,3,Inside,2,OldTown,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1362.0,4,4.0,0,2082,2.0,1.0,1,3,4,0,0.0,Detchd,2003.0,1.0,2.0,484.0,4.0,4.0,0,280,0,0.0,0.0,0,6,2008,12.206072645530174,train,1,3444.0,9
1365,1915,535106180,fifty,RL,78.0,11344,3,3,Inside,2,NAmes,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,2,2,CBlock,4.0,4.0,1.0,4.0,460.0,1.0,0.0,414.0,2,3.0,0,1524,1.0,1.0,1,2,7,0,0.0,Attchd,1958.0,1.0,1.0,315.0,4.0,4.0,2,0,0,0.0,2.0,0,7,2007,11.877568578558138,train,0,2398.0,10
1366,1968,535457040,ninety,RL,80.0,8000,3,3,Corner,2,NAmes,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,2,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1800.0,4,4.0,0,1800,2.0,0.0,2,2,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0,7,2007,11.856515169360305,train,0,3600.0,16
1367,1766,528344020,sixty,RL,74.0,11002,2,3,Inside,2,NoRidge,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,1048.0,1.0,0.0,341.0,4,4.0,0,2582,3.0,1.0,1,3,7,1,4.0,Attchd,1998.0,3.0,3.0,758.0,4.0,4.0,2,286,0,0.0,0.0,0,1,2007,12.683858415217964,train,1,3971.0,13
1368,268,907290040,twenty,RL,48.0,12137,1,3,CulDSac,2,CollgCr,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,2,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1649.0,4,4.0,0,1661,2.0,0.0,1,3,7,0,0.0,Attchd,1998.0,2.0,2.0,598.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2010,12.323411137947407,train,1,3310.0,9
1369,729,903200080,seventy,RL,144.0,21384,3,3,Inside,2,BrkSide,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,4.0,4.0,6.0,1309.0,1.0,0.0,15.0,4,4.0,0,1576,3.0,1.0,1,3,7,1,4.0,Attchd,1923.0,2.0,2.0,528.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2009,12.31716669303576,train,1,2900.0,9
1370,902,908276150,twenty,RL,0.0,8926,2,3,Corner,2,Edwards,1Story,4,3,1956,1956,Gable,AsbShng,AsbShng,None,0.0,2,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,672.0,4,3.0,0,960,1.0,0.0,1,2,7,0,0.0,Basment,1956.0,1.0,1.0,288.0,4.0,4.0,2,64,0,0.0,3.0,0,10,2009,11.626254150277232,train,1,1632.0,8
1371,993,527105050,sixty,RL,72.0,8702,2,3,Inside,2,Gilbert,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,4.0,1.0,4.0,706.0,1.0,0.0,220.0,4,4.0,0,1604,2.0,1.0,1,2,7,1,4.0,Attchd,1997.0,3.0,2.0,470.0,4.0,4.0,2,0,0,0.0,0.0,0,4,2008,12.141534124392603,train,1,2530.0,10
1372,766,904301375,thirty,RL,0.0,10020,2,3,Inside,0,Edwards,1Story,1,1,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,3.0,2.0,4.0,4.0,350.0,1.0,0.0,333.0,3,3.0,0,904,1.0,1.0,1,1,3,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0,3,2009,11.018629143155449,train,0,1587.0,5
1373,903,909101010,fifty,RL,67.0,12354,3,3,Corner,2,Edwards,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4.0,3.0,2.0,1.0,0.0,1.0,0.0,684.0,3,4.0,0,1196,1.0,0.0,1,3,7,0,0.0,Detchd,2005.0,1.0,2.0,528.0,4.0,4.0,2,0,0,0.0,4.0,800,8,2009,11.608235644774552,train,1,1880.0,10
1374,1221,534451170,thirty,RL,56.0,4130,2,3,Inside,2,BrkSide,1Story,3,6,1935,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,270.0,3,4.0,0,729,1.0,0.0,1,2,2,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,7,2008,10.858998997563564,train,0,999.0,7
1375,1719,528174040,hundredtwenty,RL,41.0,6289,2,3,Inside,2,NridgHt,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,Stone,256.0,3,2,PConc,5.0,4.0,3.0,5.0,762.0,1.0,0.0,600.0,4,4.0,0,1362,3.0,0.0,1,3,7,1,5.0,Attchd,2005.0,2.0,2.0,460.0,4.0,4.0,2,192,0,0.0,0.0,0,6,2007,12.240474072247506,train,1,2724.0,8
1376,1521,909201110,seventy,RH,55.0,8525,3,3,Inside,2,SWISU,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,PConc,4.0,4.0,3.0,1.0,0.0,1.0,0.0,940.0,2,3.0,0,1964,1.0,1.0,1,2,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,11,2008,11.77528972943772,train,1,2904.0,11
1377,2707,905101330,ninety,RL,72.0,10791,3,3,Inside,2,Sawyer,1Story,4,5,1967,1967,Gable,MetalSd,MetalSd,None,0.0,2,2,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,0,1296,2.0,0.0,2,2,7,0,0.0,CarPort,1967.0,1.0,2.0,516.0,4.0,4.0,2,0,0,0.0,0.0,500,10,2006,11.407564949312402,train,0,1296.0,8
1378,987,923400110,sixty,RL,62.0,10429,3,3,Inside,2,Mitchel,2Story,5,5,1992,1992,Gable,HdBoard,Wd Shng,None,0.0,2,2,PConc,5.0,4.0,1.0,5.0,330.0,1.0,0.0,294.0,2,4.0,0,1287,1.0,1.0,1,2,7,0,0.0,Detchd,2001.0,1.0,2.0,440.0,4.0,4.0,2,150,0,0.0,0.0,0,7,2009,11.77528972943772,train,0,1911.0,9
1379,2558,534453150,fifty,RL,92.0,7438,2,3,Inside,2,BrkSide,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0.0,2,2,PConc,3.0,4.0,1.0,1.0,0.0,1.0,0.0,504.0,3,4.0,0,1252,1.0,0.0,1,2,7,0,0.0,Attchd,1986.0,1.0,2.0,576.0,4.0,4.0,2,104,0,0.0,3.0,0,6,2006,11.751942365440728,train,0,1756.0,8
1380,1778,528429090,twenty,RL,84.0,11670,2,3,Corner,2,Somerst,1Story,9,5,2006,2006,Hip,VinylSd,ImStucc,Stone,302.0,4,2,PConc,6.0,5.0,1.0,1.0,0.0,1.0,0.0,1905.0,4,4.0,0,1905,2.0,0.0,1,4,7,1,5.0,Attchd,2006.0,3.0,3.0,788.0,4.0,4.0,2,0,0,0.0,0.0,0,3,2007,12.676076274775909,train,1,3810.0,11
1381,2601,535379100,thirty,RL,60.0,10800,3,3,Inside,2,OldTown,1Story,5,6,1920,1950,Hip,Stucco,Stucco,None,0.0,2,2,BrkTil,4.0,4.0,1.0,3.0,821.0,1.0,0.0,299.0,4,4.0,0,1130,2.0,0.0,1,2,7,1,5.0,Detchd,1970.0,1.0,2.0,720.0,4.0,4.0,2,229,0,0.0,0.0,0,6,2006,11.695247021764184,train,0,2250.0,7
1382,74,531369060,sixty,RL,70.0,11920,3,3,Inside,2,SawyerW,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,122.0,3,2,PConc,5.0,4.0,3.0,1.0,0.0,1.0,0.0,831.0,4,4.0,0,1659,2.0,1.0,1,3,7,0,0.0,Attchd,2004.0,2.0,2.0,484.0,4.0,4.0,2,144,0,0.0,0.0,0,4,2010,12.106252310247962,train,1,2490.0,11
1383,2190,908250100,twenty,RL,68.0,9450,3,3,Inside,1,Edwards,1Story,4,5,1954,1954,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,4.0,4.0,1.0,2.0,552.0,1.0,0.0,342.0,4,4.0,0,894,1.0,0.0,1,2,7,0,0.0,Detchd,1999.0,1.0,2.0,400.0,4.0,4.0,2,0,0,0.0,0.0,0,5,2007,11.608235644774552,train,0,1788.0,8
1384,701,902109130,hundredninety,RM,63.0,7627,3,3,Corner,2,OldTown,2Story,4,6,1920,1950,Gable,AsbShng,AsbShng,None,0.0,1,2,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,600.0,3,4.0,0,1701,2.0,0.0,2,1,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,10,2009,11.456884074086604,train,1,2301.0,12
1385,2556,534451120,thirty,RL,51.0,5900,2,3,Inside,2,BrkSide,1Story,4,7,1923,1958,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,440.0,2,3.0,0,869,1.0,0.0,1,1,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0,8,2006,11.356271654924852,train,0,1309.0,6
1386,2293,923229040,eightyfive,RL,72.0,9129,3,3,Inside,2,Mitchel,SFoyer,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,144.0,2,2,PConc,5.0,4.0,3.0,6.0,923.0,1.0,0.0,0.0,2,4.0,0,1008,2.0,0.0,1,3,7,1,3.0,Attchd,1977.0,3.0,2.0,678.0,4.0,4.0,2,201,0,0.0,3.0,0,7,2007,11.941455846009388,train,1,1931.0,5
1387,787,905402060,twenty,RL,0.0,13680,2,3,CulDSac,2,Edwards,1Story,3,5,1955,1955,Hip,BrkFace,Wd Sdng,None,0.0,2,2,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,0,1733,2.0,0.0,1,2,5,1,5.0,Attchd,1955.0,1.0,2.0,452.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2009,11.84653646931041,train,0,1733.0,12
1388,595,534202170,twenty,RL,80.0,9600,3,3,Inside,2,NAmes,1Story,5,5,1967,1967,Hip,HdBoard,HdBoard,None,0.0,2,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1568.0,2,4.0,0,1568,1.0,1.0,1,2,7,0,0.0,Attchd,1967.0,1.0,2.0,440.0,4.0,4.0,2,160,0,0.0,0.0,0,3,2009,11.870599909242044,train,1,3136.0,10
1389,66,528386040,fifty,RL,56.0,14720,2,3,CulDSac,2,NoRidge,1.5Fin,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579.0,3,2,PConc,5.0,4.0,3.0,6.0,816.0,1.0,0.0,1217.0,4,4.0,0,3238,3.0,1.0,1,3,7,1,6.0,Attchd,1996.0,3.0,3.0,666.0,4.0,4.0,2,283,0,0.0,0.0,0,3,2010,12.92391243868049,train,1,5271.0,13
1390,846,907185050,sixty,RL,70.0,8750,3,3,Inside,2,CollgCr,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,120.0,2,2,PConc,5.0,4.0,1.0,6.0,606.0,1.0,0.0,322.0,4,4.0,0,1772,3.0,1.0,1,2,7,1,4.0,Attchd,1998.0,2.0,2.0,492.0,4.0,4.0,2,150,0,0.0,0.0,0,4,2009,12.206072645530174,train,1,2700.0,10
1391,594,534200030,twenty,RL,62.0,7130,3,3,Inside,2,NAmes,1Story,5,6,1967,1967,Gable,HdBoard,HdBoard,None,0.0,2,2,PConc,4.0,4.0,1.0,4.0,648.0,1.0,0.0,216.0,2,4.0,0,864,1.0,1.0,1,2,7,0,0.0,Attchd,1967.0,3.0,1.0,312.0,4.0,4.0,2,0,0,0.0,4.0,0,6,2009,11.77528972943772,train,0,1728.0,7
1392,792,905452040,sixty,RL,50.0,9350,3,3,Inside,2,Edwards,2Story,6,7,1946,1950,Hip,MetalSd,MetalSd,None,0.0,2,2,CBlock,4.0,4.0,1.0,4.0,342.0,1.0,0.0,405.0,4,4.0,0,1639,1.0,1.0,1,3,7,1,5.0,Detchd,1946.0,1.0,1.0,240.0,4.0,4.0,2,0,0,0.0,0.0,0,7,2009,11.947301916572814,train,1,2386.0,9
1393,1200,534250370,sixty,RL,0.0,8963,2,3,Inside,2,NWAmes,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,4,3,CBlock,4.0,5.0,1.0,6.0,575.0,5.0,80.0,487.0,4,4.0,0,2715,3.0,2.0,1,3,7,2,4.0,BuiltIn,1994.0,3.0,2.0,831.0,4.0,4.0,2,0,0,0.0,0.0,0,7,2008,12.610870864650634,train,1,3857.0,15
1394,768,904351240,fifty,RL,60.0,9780,3,3,Inside,2,Edwards,1.5Fin,5,3,1934,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,585.0,2,3.0,0,1112,3.0,0.0,1,2,7,0,0.0,Detchd,1934.0,1.0,1.0,226.0,2.0,2.0,0,0,0,0.0,0.0,0,3,2009,11.05089000537367,train,0,1697.0,10
1395,174,902110090,twenty,RM,69.0,5805,3,3,Inside,1,OldTown,1Story,5,7,1957,1957,Hip,MetalSd,MetalSd,None,0.0,2,2,CBlock,4.0,4.0,2.0,4.0,274.0,3.0,1073.0,0.0,3,4.0,0,1347,2.0,1.0,1,3,7,0,0.0,Detchd,1957.0,1.0,2.0,551.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2010,11.870599909242044,train,0,2694.0,9
1396,1889,534278170,twenty,RL,76.0,8243,2,3,CulDSac,2,NAmes,1Story,5,7,1961,1961,Gable,VinylSd,VinylSd,BrkFace,56.0,2,3,CBlock,4.0,4.0,1.0,5.0,700.0,1.0,0.0,264.0,4,4.0,0,964,1.0,0.0,1,2,7,1,3.0,Detchd,1985.0,3.0,2.0,784.0,4.0,4.0,2,170,0,0.0,4.0,0,2,2007,11.831379196088763,train,0,1928.0,8
1397,1023,527325070,sixty,RL,0.0,12227,2,3,Corner,2,NWAmes,2Story,6,7,1977,1995,Gable,HdBoard,HdBoard,BrkFace,424.0,2,3,CBlock,5.0,5.0,1.0,5.0,896.0,1.0,0.0,434.0,2,4.0,0,2872,3.0,1.0,1,2,7,1,4.0,Attchd,1977.0,3.0,2.0,619.0,4.0,4.0,2,550,0,0.0,0.0,0,7,2008,12.513557345278134,train,1,4202.0,15
1398,363,527165130,twenty,RL,0.0,9248,2,3,Inside,2,Gilbert,1Story,6,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,106.0,2,2,PConc,5.0,4.0,1.0,6.0,560.0,1.0,0.0,598.0,3,4.0,0,1167,3.0,0.0,1,3,7,0,0.0,Attchd,1992.0,2.0,2.0,400.0,4.0,4.0,2,120,0,0.0,0.0,0,7,2009,12.061046873479915,train,1,2325.0,9
1399,1401,905352070,twenty,RL,82.0,20270,2,3,CulDSac,2,ClearCr,1Story,7,6,1979,1979,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,5.0,4.0,4.0,6.0,599.0,1.0,0.0,925.0,2,4.0,0,1524,3.0,0.0,1,2,7,2,5.0,Attchd,1979.0,3.0,2.0,478.0,4.0,4.0,2,140,0,0.0,0.0,0,4,2008,12.409013489526863,train,0,3048.0,10
1400,1978,902107050,ninety,RM,60.0,7200,3,3,Inside,2,OldTown,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,180.0,2,2,CBlock,5.0,4.0,4.0,6.0,936.0,1.0,0.0,0.0,2,4.0,0,936,2.0,0.0,1,2,7,0,0.0,Detchd,1980.0,1.0,2.0,672.0,4.0,4.0,2,49,0,0.0,0.0,0,8,2007,11.84939770159144,train,0,1872.0,6
1401,2097,906340080,sixty,RL,77.0,9965,3,3,Inside,2,CollgCr,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,3,2,PConc,6.0,4.0,3.0,6.0,984.0,1.0,0.0,280.0,4,4.0,0,2696,3.0,1.0,1,4,7,1,5.0,BuiltIn,2007.0,3.0,3.0,792.0,4.0,4.0,2,120,0,0.0,0.0,0,10,2007,12.858319703517948,train,1,3960.0,14
1402,2840,908275290,twenty,RL,60.0,16012,2,3,Inside,2,Edwards,1Story,4,4,1954,1968,Hip,Wd Sdng,Wd Sdng,BrkFace,60.0,2,2,CBlock,4.0,4.0,1.0,3.0,691.0,1.0,0.0,263.0,4,4.0,0,1482,2.0,1.0,1,2,6,1,5.0,2Types,1956.0,1.0,2.0,609.0,4.0,4.0,2,0,0,0.0,3.0,0,10,2006,11.736069016284437,train,1,2436.0,9
1403,862,907227290,eightyfive,RL,70.0,8445,3,3,Corner,2,CollgCr,SFoyer,5,7,1972,2007,Gable,HdBoard,Wd Shng,None,0.0,2,2,CBlock,5.0,4.0,3.0,6.0,656.0,1.0,0.0,112.0,2,4.0,0,768,2.0,0.0,1,2,7,0,0.0,Detchd,1988.0,1.0,2.0,396.0,4.0,4.0,2,58,0,0.0,3.0,0,3,2009,11.79810440720389,train,0,1536.0,7
1404,507,528427020,twenty,RL,74.0,9612,3,3,Inside,2,Somerst,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,Stone,72.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1468.0,4,4.0,0,1468,2.0,0.0,1,3,7,1,5.0,Attchd,2008.0,3.0,3.0,898.0,4.0,4.0,2,210,0,0.0,0.0,0,12,2009,12.407379502235209,train,1,2936.0,9
1405,1262,535403010,twenty,RL,78.0,10180,2,3,Corner,2,NAmes,1Story,5,6,1968,1968,Gable,HdBoard,Plywood,None,0.0,2,2,CBlock,4.0,4.0,1.0,3.0,744.0,1.0,0.0,168.0,2,4.0,0,1044,1.0,2.0,1,2,7,1,3.0,Attchd,1990.0,3.0,2.0,372.0,4.0,4.0,2,200,0,0.0,2.0,450,6,2008,11.842229212112828,train,1,1956.0,8
